A1,A2,A3,A4,PrestateA1,PrestateA2,PrestateA3,PrestateA4,BacknodeA1,BacknodeA2,BacknodeA3,BacknodeA4,Light
1,2,0,0,1,1,1,1,1,0,0,0,A2
211,499,62,8,1,1,1,1,1,0,0,1,A2
75,133,33,4,1,1,1,1,1,0,1,0,A2
71,42,11,3,1,1,1,1,1,0,1,1,A2
44,313,39,5,1,1,1,1,1,1,0,0,A2
155,368,46,6,1,1,1,1,1,1,0,1,A2
151,268,34,8,1,1,1,1,1,1,1,0,A2
117,277,35,4,1,1,1,1,1,1,1,1,A2
33,1,4,9,0,0,0,0,0,0,0,0,A1
210,7,53,59,0,0,0,0,0,0,0,1,A1
109,3,27,92,0,0,0,0,0,0,1,0,A1
325,5,41,137,0,0,0,0,0,0,1,1,A1
455,9,76,256,0,0,0,0,0,1,0,0,A1
247,5,41,139,0,0,0,0,0,1,0,1,A1
94,3,24,80,0,0,0,0,0,1,1,0,A1
616,10,39,260,0,0,0,0,0,1,1,1,A1
177,4,29,33,0,0,0,0,1,0,0,0,A1
388,8,65,73,0,0,0,0,1,0,0,1,A1
78,5,39,44,0,0,0,0,1,0,1,0,A1
262,4,16,37,0,0,0,0,1,0,1,1,A1
162,3,13,61,0,0,0,0,1,1,0,0,A1
0,0,0,0,0,0,0,0,1,1,0,1,A1
52,1,9,29,0,0,0,0,1,1,1,0,A1
634,10,40,89,0,0,0,0,1,1,1,1,A1
196,3,24,28,0,0,0,1,0,0,0,0,A1
318,5,40,89,0,0,0,1,0,0,0,1,A1
27,2,13,15,0,0,0,1,0,0,1,0,A1
127,3,11,48,0,0,0,1,0,0,1,1,A1
88,3,11,49,0,0,0,1,0,1,0,0,A1
204,4,17,77,0,0,0,1,0,1,0,1,A1
146,5,37,41,0,0,0,1,0,1,1,0,A1
41,3,10,69,0,0,0,1,0,1,1,1,A1
286,4,36,40,0,0,0,1,1,0,0,0,A1
481,8,60,203,0,0,0,1,1,0,0,1,A1
23,1,11,26,0,0,0,1,1,0,1,0,A1
111,2,9,42,0,0,0,1,1,0,1,1,A1
300,9,37,168,0,0,0,1,1,1,0,0,A1
430,7,54,121,0,0,0,1,1,1,0,1,A1
86,5,43,145,0,0,0,1,1,1,1,0,A1
421,7,26,118,0,0,0,1,1,1,1,1,A1
48,3,12,27,0,0,1,0,0,0,0,0,A1
105,2,17,59,0,0,1,0,0,0,0,1,A1
159,5,40,134,0,0,1,0,0,0,1,0,A1
9,0,1,3,0,0,1,0,0,0,1,1,A1
147,5,18,41,0,0,1,0,0,1,0,0,A1
409,9,34,230,0,0,1,0,0,1,0,1,A1
152,5,19,128,0,0,1,0,0,1,1,0,A1
22,1,6,13,0,0,1,0,0,1,1,1,A1
31,2,16,18,0,0,1,0,1,0,0,0,A1
282,9,71,238,0,0,1,0,1,0,0,1,A1
15,0,4,9,0,0,1,0,1,0,1,0,A1
116,7,58,131,0,0,1,0,1,0,1,1,A1
439,7,55,62,0,0,1,0,1,1,0,0,A1
110,7,27,185,0,0,1,0,1,1,0,1,A1
72,2,6,27,0,0,1,0,1,1,1,0,A1
252,5,21,142,0,0,1,0,1,1,1,1,A1
303,6,25,57,0,0,1,1,0,0,0,0,A1
66,4,33,37,0,0,1,1,0,0,0,1,A1
80,5,20,45,0,0,1,1,0,0,1,0,A1
119,7,60,134,0,0,1,1,0,0,1,1,A1
285,6,24,54,0,0,1,1,0,1,0,0,A1
451,7,56,127,0,0,1,1,0,1,0,1,A1
48,1,12,27,0,0,1,1,0,1,1,0,A1
169,3,11,24,0,0,1,1,0,1,1,1,A1
122,8,31,138,0,0,1,1,1,0,0,0,A1
293,6,24,110,0,0,1,1,1,0,0,1,A1
243,5,20,46,0,0,1,1,1,0,1,0,A1
234,7,29,198,0,0,1,1,1,0,1,1,A1
211,3,26,89,0,0,1,1,1,1,0,0,A1
169,4,28,95,0,0,1,1,1,1,0,1,A1
355,7,30,200,0,0,1,1,1,1,1,0,A1
16,1,8,18,0,0,1,1,1,1,1,1,A1
528,8,33,148,0,1,0,0,0,0,0,0,A1
112,2,14,32,0,1,0,0,0,0,0,1,A1
82,5,41,46,0,1,0,0,0,0,1,0,A1
302,6,50,113,0,1,0,0,0,0,1,1,A1
117,7,29,132,0,1,0,0,0,1,0,0,A1
154,5,19,43,0,1,0,0,0,1,0,1,A1
592,9,74,250,0,1,0,0,0,1,1,0,A1
210,4,35,118,0,1,0,0,0,1,1,1,A1
547,9,68,231,0,1,0,0,1,0,0,0,A1
133,4,17,37,0,1,0,0,1,0,0,1,A1
55,3,28,94,0,1,0,0,1,0,1,0,A1
72,4,36,121,0,1,0,0,1,0,1,1,A1
1,0,0,1,0,1,0,0,1,1,0,0,A1
160,3,27,90,0,1,0,0,1,1,0,1,A1
95,6,24,160,0,1,0,0,1,1,1,0,A1
143,9,36,80,0,1,0,0,1,1,1,1,A1
444,9,37,83,0,1,0,1,0,0,0,0,A1
228,5,19,86,0,1,0,1,0,0,0,1,A1
63,1,8,9,0,1,0,1,0,0,1,0,A1
310,6,26,116,0,1,0,1,0,0,1,1,A1
120,4,30,67,0,1,0,1,0,1,0,0,A1
53,3,26,89,0,1,0,1,0,1,0,1,A1
12,1,6,7,0,1,0,1,0,1,1,0,A1
171,5,43,144,0,1,0,1,0,1,1,1,A1
266,6,44,100,0,1,0,1,1,0,0,0,A1
243,5,20,91,0,1,0,1,1,0,0,1,A1
84,5,42,47,0,1,0,1,1,0,1,0,A1
427,9,71,160,0,1,0,1,1,0,1,1,A1
321,5,20,45,0,1,0,1,1,1,0,0,A1
613,10,38,172,0,1,0,1,1,1,0,1,A1
65,4,32,73,0,1,0,1,1,1,1,0,A1
341,5,21,48,0,1,0,1,1,1,1,1,A1
191,4,32,72,0,1,1,0,0,0,0,0,A1
161,3,20,68,0,1,1,0,0,0,0,1,A1
136,8,34,229,0,1,1,0,0,0,1,0,A1
410,9,68,77,0,1,1,0,0,0,1,1,A1
485,8,61,68,0,1,1,0,0,1,0,0,A1
68,2,9,19,0,1,1,0,0,1,0,1,A1
5,0,3,6,0,1,1,0,0,1,1,0,A1
160,5,40,45,0,1,1,0,0,1,1,1,A1
417,9,35,234,0,1,1,0,1,0,0,0,A1
286,6,24,54,0,1,1,0,1,0,0,1,A1
37,1,5,31,0,1,1,0,1,0,1,0,A1
24,1,6,7,0,1,1,0,1,0,1,1,A1
52,1,9,20,0,1,1,0,1,1,0,0,A1
179,6,22,101,0,1,1,0,1,1,0,1,A1
54,2,13,15,0,1,1,0,1,1,1,0,A1
251,5,42,47,0,1,1,0,1,1,1,1,A1
600,9,75,253,0,1,1,1,0,0,0,0,A1
123,4,31,104,0,1,1,1,0,0,0,1,A1
32,1,2,5,0,1,1,1,0,0,1,0,A1
355,6,22,150,0,1,1,1,0,0,1,1,A1
36,1,5,31,0,1,1,1,0,1,0,0,A1
247,5,41,139,0,1,1,1,0,1,0,1,A1
161,5,40,45,0,1,1,1,0,1,1,0,A1
261,5,22,49,0,1,1,1,0,1,1,1,A1
290,5,18,122,0,1,1,1,1,0,0,0,A1
294,5,37,41,0,1,1,1,1,0,0,1,A1
135,8,34,76,0,1,1,1,1,0,1,0,A1
127,4,32,36,0,1,1,1,1,0,1,1,A1
73,5,36,41,0,1,1,1,1,1,0,0,A1
317,5,40,45,0,1,1,1,1,1,0,1,A1
421,7,26,178,0,1,1,1,1,1,1,0,A1
148,5,37,125,0,1,1,1,1,1,1,1,A1
339,5,21,48,1,0,0,0,0,0,0,0,A1
94,2,16,53,1,0,0,0,0,0,0,1,A1
392,8,33,221,1,0,0,0,0,0,1,0,A1
115,7,58,65,1,0,0,0,0,0,1,1,A1
144,9,72,162,1,0,0,0,0,1,0,0,A1
463,10,77,173,1,0,0,0,0,1,0,1,A1
90,3,23,51,1,0,0,0,0,1,1,0,A1
343,5,43,48,1,0,0,0,0,1,1,1,A1
319,10,40,90,1,0,0,0,1,0,0,0,A4
127,2,8,18,1,0,0,0,1,0,0,1,A1
438,7,55,62,1,0,0,0,1,0,1,0,A4
73,5,18,41,1,0,0,0,1,0,1,1,A1
50,3,25,57,1,0,0,0,1,1,0,0,A4
89,1,6,12,1,0,0,0,1,1,0,1,A1
52,1,9,20,1,0,0,0,1,1,1,0,A4
139,4,17,117,1,0,0,0,1,1,1,1,A1
497,8,62,210,1,0,0,1,0,0,0,0,A1
137,4,34,116,1,0,0,1,0,0,0,1,A1
9,1,2,5,1,0,0,1,0,0,1,0,A1
131,3,11,25,1,0,0,1,0,0,1,1,A1
61,4,30,103,1,0,0,1,0,1,0,0,A1
24,2,12,27,1,0,0,1,0,1,0,1,A1
78,5,20,132,1,0,0,1,0,1,1,0,A1
476,7,30,67,1,0,0,1,0,1,1,1,A1
64,2,16,36,1,0,0,1,1,0,0,0,A1
299,5,37,126,1,0,0,1,1,0,0,1,A1
219,5,18,123,1,0,0,1,1,0,1,0,A1
362,8,60,136,1,0,0,1,1,0,1,1,A1
202,4,34,38,1,0,0,1,1,1,0,0,A1
9,0,1,5,1,0,0,1,1,1,0,1,A1
163,5,41,137,1,0,0,1,1,1,1,0,A1
91,6,46,154,1,0,0,1,1,1,1,1,A1
144,3,12,27,1,0,1,0,0,0,0,0,A1
466,7,58,65,1,0,1,0,0,0,0,1,A1
256,8,64,144,1,0,1,0,0,0,1,0,A1
38,2,19,65,1,0,1,0,0,0,1,1,A1
206,6,26,116,1,0,1,0,0,1,0,0,A1
591,9,74,166,1,0,1,0,0,1,0,1,A1
345,7,29,129,1,0,1,0,0,1,1,0,A1
88,5,22,148,1,0,1,0,0,1,1,1,A1
92,1,11,26,1,0,1,0,1,0,0,0,A4
77,2,10,22,1,0,1,0,1,0,0,1,A1
596,9,37,84,1,0,1,0,1,0,1,0,A4
627,10,78,265,1,0,1,0,1,0,1,1,A1
64,2,8,54,1,0,1,0,1,1,0,0,A4
291,6,48,55,1,0,1,0,1,1,0,1,A1
16,0,1,3,1,0,1,0,1,1,1,0,A4
301,9,38,254,1,0,1,0,1,1,1,1,A1
345,7,29,129,1,0,1,1,0,0,0,0,A1
28,2,7,31,1,0,1,1,0,0,0,1,A1
212,3,27,89,1,0,1,1,0,0,1,0,A1
58,4,15,98,1,0,1,1,0,0,1,1,A1
66,1,8,9,1,0,1,1,0,1,0,0,A1
89,3,11,75,1,0,1,1,0,1,0,1,A1
224,5,37,126,1,0,1,1,0,1,1,0,A1
94,6,47,159,1,0,1,1,0,1,1,1,A1
83,1,10,12,1,0,1,1,1,0,0,0,A1
8,0,2,5,1,0,1,1,1,0,0,1,A1
68,4,34,77,1,0,1,1,1,0,1,0,A1
113,7,28,64,1,0,1,1,1,0,1,1,A1
266,4,17,112,1,0,1,1,1,1,0,0,A1
71,2,9,20,1,0,1,1,1,1,0,1,A1
495,8,31,139,1,0,1,1,1,1,1,0,A1
477,10,40,179,1,0,1,1,1,1,1,1,A1
622,10,39,175,1,1,0,0,0,0,0,0,A1
202,6,25,171,1,1,0,0,0,0,0,1,A1
532,8,33,224,1,1,0,0,0,0,1,0,A1
77,5,19,130,1,1,0,0,0,0,1,1,A1
165,3,21,23,1,1,0,0,0,1,0,0,A1
80,1,5,11,1,1,0,0,0,1,0,1,A1
268,4,34,113,1,1,0,0,0,1,1,0,A1
392,8,33,74,1,1,0,0,0,1,1,1,A1
85,3,21,24,1,1,0,0,1,0,0,0,A4
70,1,9,10,1,1,0,0,1,0,0,1,A1
453,7,28,127,1,1,0,0,1,0,1,0,A4
193,6,24,163,1,1,0,0,1,0,1,1,A1
253,5,42,95,1,1,0,0,1,1,0,0,A4
34,1,2,9,1,1,0,0,1,1,0,1,A1
26,1,3,15,1,1,0,0,1,1,1,0,A4
14,0,1,6,1,1,0,0,1,1,1,1,A1
287,9,72,161,1,1,0,1,0,0,0,0,A1
490,8,61,207,1,1,0,1,0,0,0,1,A1
100,6,25,112,1,1,0,1,0,0,1,0,A1
313,7,26,176,1,1,0,1,0,0,1,1,A1
83,5,42,47,1,1,0,1,0,1,0,0,A1
48,3,12,81,1,1,0,1,0,1,0,1,A1
326,5,41,92,1,1,0,1,0,1,1,0,A1
28,2,7,32,1,1,0,1,0,1,1,1,A1
12,1,6,20,1,1,0,1,1,0,0,0,A1
55,2,7,16,1,1,0,1,1,0,0,1,A1
207,3,26,29,1,1,0,1,1,0,1,0,A1
146,5,36,123,1,1,0,1,1,0,1,1,A1
3,0,1,6,1,1,0,1,1,1,0,0,A1
196,4,16,110,1,1,0,1,1,1,0,1,A1
205,6,51,116,1,1,0,1,1,1,1,0,A1
148,3,25,28,1,1,0,1,1,1,1,1,A1
39,2,10,44,1,1,1,0,0,0,0,0,A1
91,1,11,26,1,1,1,0,0,0,0,1,A1
138,2,17,39,1,1,1,0,0,0,1,0,A1
219,7,55,123,1,1,1,0,0,0,1,1,A1
243,8,61,68,1,1,1,0,0,1,0,0,A1
532,8,67,150,1,1,1,0,0,1,0,1,A1
108,7,54,181,1,1,1,0,0,1,1,0,A1
554,9,35,156,1,1,1,0,0,1,1,1,A1
430,9,72,81,1,1,1,0,1,0,0,0,A4
560,9,70,79,1,1,1,0,1,0,0,1,A1
104,7,52,117,1,1,1,0,1,0,1,0,A4
53,1,7,15,1,1,1,0,1,0,1,1,A1
496,8,62,209,1,1,1,0,1,1,0,0,A4
122,8,61,206,1,1,1,0,1,1,0,1,A1
390,6,24,110,1,1,1,0,1,1,1,0,A4
112,2,14,31,1,1,1,0,1,1,1,1,A1
87,2,14,16,1,1,1,1,0,0,0,0,A1
144,9,72,162,1,1,1,1,0,0,0,1,A1
96,6,24,54,1,1,1,1,0,0,1,0,A1
141,9,35,238,1,1,1,1,0,0,1,1,A1
6,0,3,10,1,1,1,1,0,1,0,0,A1
60,4,30,34,1,1,1,1,0,1,0,1,A1
213,7,53,60,1,1,1,1,0,1,1,0,A1
189,6,24,106,1,1,1,1,0,1,1,1,A1
5,0,1,3,1,1,1,1,1,0,0,0,A1
405,6,51,57,1,1,1,1,1,0,0,1,A1
148,5,18,125,1,1,1,1,1,0,1,0,A1
14,0,2,12,1,1,1,1,1,0,1,1,A1
620,10,78,174,1,1,1,1,1,1,0,0,A1
167,3,21,71,1,1,1,1,1,1,0,1,A1
65,2,16,36,1,1,1,1,1,1,1,0,A1
374,6,23,53,1,1,1,1,1,1,1,1,A1
88,2,33,15,0,0,0,0,0,0,0,0,A1
454,7,128,28,0,0,0,0,0,0,0,1,A1
195,3,55,24,0,0,0,0,0,0,1,0,A1
520,8,73,32,0,0,0,0,0,0,1,1,A1
232,4,65,15,0,0,0,0,0,1,0,0,A1
194,6,55,49,0,0,0,0,0,1,0,1,A1
103,2,29,13,0,0,0,0,0,1,1,0,A1
59,1,8,4,0,0,0,0,0,1,1,1,A1
91,6,51,46,0,0,0,0,1,0,0,0,A1
291,9,246,36,0,0,0,0,1,0,0,1,A1
46,3,52,23,0,0,0,0,1,0,1,0,A1
212,7,179,26,0,0,0,0,1,0,1,1,A1
250,5,47,21,0,0,0,0,1,1,0,0,A1
65,2,18,8,0,0,0,0,1,1,0,1,A1
13,1,14,3,0,0,0,0,1,1,1,0,A1
22,1,12,5,0,0,0,0,1,1,1,1,A1
284,4,40,18,0,0,0,1,0,0,0,0,A1
574,9,81,72,0,0,0,1,0,0,0,1,A1
178,4,33,15,0,0,0,1,0,0,1,0,A1
478,10,269,40,0,0,0,1,0,0,1,1,A1
322,7,60,54,0,0,0,1,0,1,0,0,A1
288,9,162,36,0,0,0,1,0,1,0,1,A1
87,1,37,5,0,0,0,1,0,1,1,0,A1
101,3,57,13,0,0,0,1,0,1,1,1,A1
38,2,21,9,0,0,0,1,1,0,0,0,A1
83,5,47,21,0,0,0,1,1,0,0,1,A1
387,8,218,65,0,0,0,1,1,0,1,0,A1
382,8,215,32,0,0,0,1,1,0,1,1,A1
354,6,149,22,0,0,0,1,1,1,0,0,A1
407,8,229,34,0,0,0,1,1,1,0,1,A1
114,2,21,19,0,0,0,1,1,1,1,0,A1
198,6,167,25,0,0,0,1,1,1,1,1,A1
23,1,7,6,0,0,1,0,0,0,0,0,A1
398,6,56,25,0,0,1,0,0,0,0,1,A1
175,5,148,44,0,0,1,0,0,0,1,0,A1
99,3,56,12,0,0,1,0,0,0,1,1,A1
309,6,58,52,0,0,1,0,0,1,0,0,A1
530,8,75,33,0,0,1,0,0,1,0,1,A1
151,5,85,38,0,0,1,0,0,1,1,0,A1
147,9,248,37,0,0,1,0,0,1,1,1,A1
97,2,54,16,0,0,1,0,1,0,0,0,A1
202,6,57,51,0,0,1,0,1,0,0,1,A1
573,9,242,72,0,0,1,0,1,0,1,0,A1
182,3,77,23,0,0,1,0,1,0,1,1,A1
461,7,194,58,0,0,1,0,1,1,0,0,A1
58,4,65,29,0,0,1,0,1,1,0,1,A1
192,6,54,24,0,0,1,0,1,1,1,0,A1
92,3,52,12,0,0,1,0,1,1,1,1,A1
17,1,9,8,0,0,1,1,0,0,0,0,A1
129,4,109,16,0,0,1,1,0,0,0,1,A1
330,7,186,28,0,0,1,1,0,0,1,0,A1
63,1,26,4,0,0,1,1,0,0,1,1,A1
390,6,55,49,0,0,1,1,0,1,0,0,A1
49,3,55,25,0,0,1,1,0,1,0,1,A1
44,1,16,7,0,0,1,1,0,1,1,0,A1
308,10,260,38,0,0,1,1,0,1,1,1,A1
87,5,98,43,0,0,1,1,1,0,0,0,A1
61,4,102,15,0,0,1,1,1,0,0,1,A1
191,3,80,24,0,0,1,1,1,0,1,0,A1
99,2,19,17,0,0,1,1,1,0,1,1,A1
102,2,29,13,0,0,1,1,1,1,0,0,A1
174,3,25,11,0,0,1,1,1,1,0,1,A1
350,7,131,29,0,0,1,1,1,1,1,0,A1
460,10,172,77,0,0,1,1,1,1,1,1,A1
113,2,64,19,0,1,0,0,0,0,0,0,A1
10,0,3,2,0,1,0,0,0,0,0,1,A1
139,9,156,35,0,1,0,0,0,0,1,0,A1
22,0,9,1,0,1,0,0,0,0,1,1,A1
99,3,84,12,0,1,0,0,0,1,0,0,A1
431,9,243,36,0,1,0,0,0,1,0,1,A1
285,9,160,36,0,1,0,0,0,1,1,0,A1
447,7,63,28,0,1,0,0,0,1,1,1,A1
362,8,136,60,0,1,0,0,1,0,0,0,A1
341,5,96,21,0,1,0,0,1,0,0,1,A1
435,7,183,27,0,1,0,0,1,0,1,0,A1
26,0,11,3,0,1,0,0,1,0,1,1,A1
346,5,146,43,0,1,0,0,1,1,0,0,A1
453,7,64,57,0,1,0,0,1,1,0,1,A1
139,4,117,35,0,1,0,0,1,1,1,0,A1
119,7,134,30,0,1,0,0,1,1,1,1,A1
44,3,25,22,0,1,0,1,0,0,0,0,A1
244,5,92,20,0,1,0,1,0,0,0,1,A1
409,6,115,26,0,1,0,1,0,0,1,0,A1
246,8,69,62,0,1,0,1,0,0,1,1,A1
93,1,13,12,0,1,0,1,0,1,0,0,A1
261,5,49,22,0,1,0,1,0,1,0,1,A1
540,8,152,67,0,1,0,1,0,1,1,0,A1
149,5,84,37,0,1,0,1,0,1,1,1,A1
15,0,2,2,0,1,0,1,1,0,0,0,A1
193,4,108,32,0,1,0,1,1,0,0,1,A1
90,3,25,22,0,1,0,1,1,0,1,0,A1
372,6,105,47,0,1,0,1,1,0,1,1,A1
127,8,142,63,0,1,0,1,1,1,0,0,A1
405,8,76,68,0,1,0,1,1,1,0,1,A1
357,6,101,45,0,1,0,1,1,1,1,0,A1
124,8,70,31,0,1,0,1,1,1,1,1,A1
148,9,167,74,0,1,1,0,0,0,0,0,A1
414,9,233,34,0,1,1,0,0,0,0,1,A1
233,7,131,58,0,1,1,0,0,0,1,0,A1
43,1,18,3,0,1,1,0,0,0,1,1,A1
133,4,75,33,0,1,1,0,0,1,0,0,A1
152,10,171,38,0,1,1,0,0,1,0,1,A1
323,7,182,54,0,1,1,0,0,1,1,0,A1
135,8,76,34,0,1,1,0,0,1,1,1,A1
71,4,120,36,0,1,1,0,1,0,0,0,A1
486,8,137,61,0,1,1,0,1,0,0,1,A1
128,8,72,64,0,1,1,0,1,0,1,0,A1
268,6,101,22,0,1,1,0,1,0,1,1,A1
447,9,252,37,0,1,1,0,1,1,0,0,A1
354,6,50,22,0,1,1,0,1,1,0,1,A1
72,2,61,18,0,1,1,0,1,1,1,0,A1
384,6,108,24,0,1,1,0,1,1,1,1,A1
31,2,52,8,0,1,1,1,0,0,0,0,A1
269,8,151,67,0,1,1,1,0,0,0,1,A1
257,4,72,32,0,1,1,1,0,0,1,0,A1
53,3,89,26,0,1,1,1,0,0,1,1,A1
332,5,93,21,0,1,1,1,0,1,0,0,A1
122,2,52,8,0,1,1,1,0,1,0,1,A1
128,8,144,32,0,1,1,1,0,1,1,0,A1
37,2,42,9,0,1,1,1,0,1,1,1,A1
11,0,3,1,0,1,1,1,1,0,0,0,A1
183,6,155,46,0,1,1,1,1,0,0,1,A1
47,1,18,8,0,1,1,1,1,0,1,0,A1
129,2,36,16,0,1,1,1,1,0,1,1,A1
306,10,172,38,0,1,1,1,1,1,0,0,A1
93,6,52,46,0,1,1,1,1,1,0,1,A1
269,6,101,22,0,1,1,1,1,1,1,0,A1
7,0,11,3,0,1,1,1,1,1,1,1,A1
174,4,98,29,1,0,0,0,0,0,0,0,A1
60,2,50,7,1,0,0,0,0,0,0,1,A1
79,5,89,39,1,0,0,0,0,0,1,0,A1
371,6,52,46,1,0,0,0,0,0,1,1,A1
330,5,139,41,1,0,0,0,0,1,0,0,A1
76,2,64,19,1,0,0,0,0,1,0,1,A1
79,5,89,39,1,0,0,0,0,1,1,0,A1
70,1,26,12,1,0,0,0,0,1,1,1,A1
318,10,268,79,1,0,0,0,1,0,0,0,A3
96,6,162,24,1,0,0,0,1,0,0,1,A3
93,6,52,47,1,0,0,0,1,0,1,0,A1
46,1,26,6,1,0,0,0,1,0,1,1,A1
46,3,26,12,1,0,0,0,1,1,0,0,A3
158,10,178,79,1,0,0,0,1,1,0,1,A3
298,6,56,25,1,0,0,0,1,1,1,0,A1
196,4,37,33,1,0,0,0,1,1,1,1,A1
201,6,56,25,1,0,0,1,0,0,0,0,A1
149,9,251,37,1,0,0,1,0,0,0,1,A1
68,4,115,17,1,0,0,1,0,0,1,0,A1
319,7,179,27,1,0,0,1,0,0,1,1,A1
454,9,170,38,1,0,0,1,0,1,0,0,A1
354,6,100,44,1,0,0,1,0,1,0,1,A1
133,8,75,66,1,0,0,1,0,1,1,0,A1
75,2,63,19,1,0,0,1,0,1,1,1,A1
161,3,45,10,1,0,0,1,1,0,0,0,A3
312,7,117,52,1,0,0,1,1,0,0,1,A3
159,10,178,79,1,0,0,1,1,0,1,0,A1
342,7,64,28,1,0,0,1,1,0,1,1,A1
229,7,64,57,1,0,0,1,1,1,0,0,A3
216,7,122,54,1,0,0,1,1,1,0,1,A3
456,7,128,57,1,0,0,1,1,1,1,0,A1
7,0,3,1,1,0,0,1,1,1,1,1,A1
526,8,148,66,1,0,1,0,0,0,0,0,A1
29,2,49,14,1,0,1,0,0,0,0,1,A1
223,3,63,14,1,0,1,0,0,0,1,0,A1
209,3,29,13,1,0,1,0,0,0,1,1,A1
130,8,220,33,1,0,1,0,0,1,0,0,A1
463,10,87,39,1,0,1,0,0,1,0,1,A1
97,2,55,8,1,0,1,0,0,1,1,0,A1
525,8,74,66,1,0,1,0,0,1,1,1,A1
300,6,112,25,1,0,1,0,1,0,0,0,A1
171,3,72,11,1,0,1,0,1,0,0,1,A1
292,6,55,49,1,0,1,0,1,0,1,0,A1
275,9,232,69,1,0,1,0,1,0,1,1,A1
61,1,11,10,1,0,1,0,1,1,0,0,A1
609,10,86,76,1,0,1,0,1,1,0,1,A1
9,1,15,2,1,0,1,0,1,1,1,0,A1
74,2,28,12,1,0,1,0,1,1,1,1,A1
337,7,190,56,1,0,1,1,0,0,0,0,A1
209,7,118,52,1,0,1,1,0,0,0,1,A1
317,10,178,79,1,0,1,1,0,0,1,0,A1
16,0,9,1,1,0,1,1,0,0,1,1,A1
125,2,53,8,1,0,1,1,0,1,0,0,A1
20,1,33,5,1,0,1,1,0,1,0,1,A1
35,2,20,17,1,0,1,1,0,1,1,0,A1
617,10,260,77,1,0,1,1,0,1,1,1,A1
26,2,44,7,1,0,1,1,1,0,0,0,A1
46,1,9,8,1,0,1,1,1,0,0,1,A1
264,8,74,33,1,0,1,1,1,0,1,0,A1
411,6,173,26,1,0,1,1,1,0,1,1,A1
341,7,192,28,1,0,1,1,1,1,0,0,A1
24,2,14,6,1,0,1,1,1,1,0,1,A1
383,8,72,32,1,0,1,1,1,1,1,0,A1
141,9,237,70,1,0,1,1,1,1,1,1,A1
337,7,190,28,1,1,0,0,0,0,0,0,A1
55,1,31,9,1,1,0,0,0,0,0,1,A1
278,6,104,46,1,1,0,0,0,0,1,0,A1
251,8,141,31,1,1,0,0,0,0,1,1,A1
200,6,113,25,1,1,0,0,0,1,0,0,A1
49,3,28,25,1,1,0,0,0,1,0,1,A1
69,1,26,6,1,1,0,0,0,1,1,0,A1
525,8,74,33,1,1,0,0,0,1,1,1,A1
206,4,77,34,1,1,0,0,1,0,0,0,A3
106,3,60,13,1,1,0,0,1,0,0,1,A3
261,8,147,65,1,1,0,0,1,0,1,0,A1
551,9,77,69,1,1,0,0,1,0,1,1,A1
196,6,110,25,1,1,0,0,1,1,0,0,A3
137,4,38,34,1,1,0,0,1,1,0,1,A3
4,0,1,1,1,1,0,0,1,1,1,0,A1
451,9,85,75,1,1,0,0,1,1,1,1,A1
213,4,80,36,1,1,0,1,0,0,0,0,A1
133,3,50,22,1,1,0,1,0,0,0,1,A1
37,1,14,6,1,1,0,1,0,0,1,0,A1
280,6,53,47,1,1,0,1,0,0,1,1,A1
29,1,16,4,1,1,0,1,0,1,0,0,A1
90,6,152,23,1,1,0,1,0,1,0,1,A1
382,6,161,24,1,1,0,1,0,1,1,0,A1
86,5,146,22,1,1,0,1,0,1,1,1,A1
329,5,139,41,1,1,0,1,1,0,0,0,A3
118,2,17,7,1,1,0,1,1,0,0,1,A3
140,2,39,18,1,1,0,1,1,0,1,0,A1
108,3,61,14,1,1,0,1,1,0,1,1,A1
321,7,120,27,1,1,0,1,1,1,0,0,A3
274,9,77,68,1,1,0,1,1,1,0,1,A3
120,8,68,60,1,1,0,1,1,1,1,0,A1
309,10,174,77,1,1,0,1,1,1,1,1,A1
40,1,7,3,1,1,1,0,0,0,0,0,A1
417,9,156,35,1,1,1,0,0,0,0,1,A1
290,9,81,72,1,1,1,0,0,0,1,0,A1
632,10,89,79,1,1,1,0,0,0,1,1,A1
240,4,67,15,1,1,1,0,0,1,0,0,A1
154,2,65,10,1,1,1,0,0,1,0,1,A1
356,7,134,30,1,1,1,0,0,1,1,0,A1
209,4,39,35,1,1,1,0,0,1,1,1,A1
246,4,104,15,1,1,1,0,1,0,0,0,A1
176,6,99,44,1,1,1,0,1,0,0,1,A1
37,1,21,9,1,1,1,0,1,0,1,0,A1
214,4,120,18,1,1,1,0,1,0,1,1,A1
639,10,90,40,1,1,1,0,1,1,0,0,A1
91,3,77,11,1,1,1,0,1,1,0,1,A1
92,6,154,46,1,1,1,0,1,1,1,0,A1
12,1,20,3,1,1,1,0,1,1,1,1,A1
131,3,49,22,1,1,1,1,0,0,0,0,A1
57,4,96,14,1,1,1,1,0,0,0,1,A1
136,8,152,68,1,1,1,1,0,0,1,0,A1
79,1,22,10,1,1,1,1,0,0,1,1,A1
473,10,89,79,1,1,1,1,0,1,0,0,A1
293,9,165,37,1,1,1,1,0,1,0,1,A1
12,1,7,3,1,1,1,1,0,1,1,0,A1
31,1,18,5,1,1,1,1,0,1,1,1,A1
69,2,58,9,1,1,1,1,1,0,0,0,A1
382,8,143,64,1,1,1,1,1,0,0,1,A1
465,7,65,29,1,1,1,1,1,0,1,0,A1
